Model Name,GPU Type,Num GPUs,Batch Size,Input Token Length,Output Token Length,Avg Prefill Time (s),Avg Decode Time (s)
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,256,64,0.02511025667190552,1.456075668334961
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,256,64,0.026439404487609862,1.478710389137268
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,256,64,0.029053449630737305,1.5001781702041626
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,256,64,0.03269039392471314,1.5443345308303833
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,256,64,0.06403957605361939,1.6287832617759703
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,256,64,0.12761186361312865,1.8229820609092713
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,256,64,0.2555591344833374,2.2695627212524414
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,256,64,0.5105960249900818,3.1012210965156557
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,256,128,0.025167322158813475,2.9383135199546815
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,256,128,0.026512646675109865,2.9833024978637694
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,256,128,0.029186451435089113,3.0291571974754334
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,256,128,0.03322335481643677,3.1362409830093383
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,256,128,0.06391795873641967,3.3113876223564147
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,256,128,0.12787503004074097,3.740980350971222
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,256,128,0.25516501665115354,4.670045721530915
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,256,128,0.5097604870796204,6.455772066116333
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,256,256,0.02540360689163208,5.9102069497108465
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,256,256,0.026488947868347167,6.004489862918854
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,256,256,0.029040229320526124,6.10353877544403
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,256,256,0.033095264434814455,6.340257024765014
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,256,256,0.0643660306930542,6.762169754505158
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,256,256,0.1285266399383545,7.732872128486633
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,256,256,0.256152880191803,9.780461192131042
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,256,256,0.5106807589530945,13.77171162366867
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,256,512,0.025094521045684815,11.875069379806519
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,256,512,0.026616477966308595,12.096945703029633
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,256,512,0.029069769382476806,12.340299379825591
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,256,512,0.03244016170501709,12.901913332939149
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,256,512,0.06462658643722534,14.008490252494813
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,256,512,0.1283181667327881,16.34318242073059
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,256,512,0.25642191171646117,21.493186128139495
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,256,512,0.5130776405334473,39.06704390048981
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,512,4,0.025982165336608888,0.07023676633834838
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,512,4,0.02756609916687012,0.07146683931350709
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,512,4,0.0307509183883667,0.07272615432739257
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,512,4,0.06083228588104248,0.07621142864227295
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,512,4,0.12106890678405761,0.08348999023437499
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,512,4,0.2411823034286499,0.09738519191741943
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,512,4,0.4829274654388428,0.12655578851699822
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,512,4,0.9644262433052063,0.1949653506278991
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,512,8,0.025932395458221437,0.16303526163101198
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,512,8,0.027667701244354248,0.1663679838180542
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,512,8,0.030636322498321534,0.1695264935493469
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,512,8,0.060493063926696775,0.17703146934509278
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,512,8,0.12176270484924316,0.1929054379463196
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,512,8,0.24173517227172853,0.22504513263702391
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,512,8,0.4838673949241638,0.29410692453384396
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,512,8,0.9715687394142151,0.42781424522399913
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,512,16,0.02597956657409668,0.3487550973892212
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,512,16,0.02761915922164917,0.35558170080184937
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,512,16,0.030781447887420654,0.3623900651931763
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,512,16,0.06055419445037842,0.3789229869842529
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,512,16,0.12092369794845581,0.4115008234977722
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,512,16,0.2413663387298584,0.4808294653892517
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,512,16,0.4836393356323242,0.636215853691101
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,512,16,0.968583881855011,0.9084454774856567
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,512,32,0.025956594944000246,0.7207804560661316
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,512,32,0.027728009223937988,0.7350790977478027
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,512,32,0.03074343204498291,0.7492457866668701
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,512,32,0.06073238849639893,0.7841863632202148
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,512,32,0.1215659499168396,0.8515987277030945
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,512,32,0.24159324169158936,1.0042534232139588
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,512,32,0.48312346935272216,1.3089600086212159
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,512,32,0.9688577771186828,1.8912524461746216
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,512,64,0.02602856159210205,1.4652759075164794
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,512,64,0.02767857313156128,1.4939874291419983
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,512,64,0.030726444721221925,1.5236547589302063
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,512,64,0.06067006587982178,1.596257507801056
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,512,64,0.12111949920654297,1.7375168323516845
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,512,64,0.24294912815093994,2.041410303115845
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,512,64,0.485326874256134,2.693265175819397
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,512,64,0.9680105566978454,4.969438207149506
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,512,128,0.025979602336883546,2.956200098991394
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,512,128,0.027670443058013916,3.012993109226227
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,512,128,0.03078991174697876,3.076829993724823
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,512,128,0.06066340208053589,3.241312539577484
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,512,128,0.12093877792358398,3.528762423992157
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,512,128,0.242188560962677,4.1612611532211305
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,512,128,0.5004311442375183,5.557035136222839
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,512,128,0.9862265110015869,11.65916488170624
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,512,256,0.026063454151153565,5.950166964530944
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,512,256,0.02769291400909424,6.0680627703666685
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,512,256,0.030905532836914062,6.211999809741974
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,512,256,0.061117362976074216,6.560189783573151
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,512,256,0.12321436405181885,7.216019475460053
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,512,256,0.24661341905593873,8.602544736862184
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,512,256,0.4930749416351318,11.587343060970305
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,512,256,0.9885222673416137,25.429192733764648
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,512,512,0.026061344146728515,11.948036277294158
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,512,512,0.027639997005462647,12.201410925388338
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,512,512,0.030764424800872804,12.556208181381225
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,512,512,0.06157127618789673,13.35677000284195
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,512,512,0.1228596568107605,14.8856858253479
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,512,512,0.2452710509300232,18.09546939134598
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,512,512,0.48471100330352784,24.852154874801638
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,512,512,0.9692571759223938,54.60611864328384
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,1024,4,0.027841949462890626,0.07018145322799682
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,1024,4,0.029872989654541014,0.07242920398712158
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,1024,4,0.05919879674911499,0.07527607679367065
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,1024,4,0.1178283452987671,0.08107515573501586
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,1024,4,0.2359709620475769,0.09322371482849123
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,1024,4,0.4712839126586914,0.11834040880203245
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,1024,4,0.944113039970398,0.16921896934509284
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,1024,4,16.69545601606369,0.5379394412040703
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,1024,8,0.027936363220214845,0.1648840069770813
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,1024,8,0.0301200270652771,0.16991363763809203
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,1024,8,0.059107732772827146,0.17481863498687744
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,1024,8,0.11817525625228882,0.18925228118896487
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,1024,8,0.2382773280143738,0.21736949682235718
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,1024,8,0.4817176699638367,0.274604594707489
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,1024,8,0.963967764377594,0.3839012503623963
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,1024,8,16.554511547088623,1.0194941639900215
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,1024,16,0.02771139144897461,0.35173453092575074
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,1024,16,0.030985927581787108,0.3642257571220398
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,1024,16,0.06087474822998047,0.3753266453742981
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,1024,16,0.11922935247421265,0.40522675514221196
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,1024,16,0.23938730955123902,0.46525821685791013
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,1024,16,0.48063905239105226,0.5895387053489685
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,1024,16,0.9607171058654785,0.8443110823631287
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,1024,16,16.69170323610306,1.9538790225982652
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,1024,32,0.027676427364349367,0.7276140570640564
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,1024,32,0.03020331859588623,0.7492900371551514
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,1024,32,0.06037734746932984,0.7766116380691528
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,1024,32,0.12121152877807617,0.8408228516578674
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,1024,32,0.24294480085372924,0.9636992573738098
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,1024,32,0.48181978464126585,1.2108192324638365
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,1024,32,0.9611726045608521,1.7296740651130675
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,1024,32,16.73173633813858,3.828086256980896
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,1024,64,0.028023362159729004,1.4826835989952087
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,1024,64,0.030544209480285644,1.5244077205657958
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,1024,64,0.060334432125091556,1.5784976243972777
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,1024,64,0.12133964300155639,1.710066628456116
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,1024,64,0.24179461002349853,1.9603912591934205
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,1024,64,0.48086798191070557,2.469308543205261
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,1024,64,0.9785581231117249,3.5329182744026184
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,1024,64,16.687604117393494,7.74809056520462
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,1024,128,0.02768298387527466,2.983709466457367
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,1024,128,0.029775118827819823,3.0753121852874754
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,1024,128,0.0593100905418396,3.1858611822128293
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,1024,128,0.11864510774612427,3.4693100690841674
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,1024,128,0.23740842342376708,3.9774917125701905
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,1024,128,0.47607605457305907,5.034097695350647
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,1024,128,0.960324501991272,8.718273413181306
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,1024,128,16.701439666748048,15.848045945167538
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,1024,256,0.027930736541748047,6.025055408477783
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,1024,256,0.030515730381011963,6.200156283378601
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,1024,256,0.06154168844223022,6.449686348438263
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,1024,256,0.12315629720687866,7.0535849809646605
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,1024,256,0.24503324031829835,8.19850082397461
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,1024,256,0.4830740451812744,10.450118124485016
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,1024,256,0.9627310276031494,20.546724915504456
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,1024,256,16.805887579917908,38.92680625915527
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,1024,512,0.02777630090713501,12.062930727005005
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,1024,512,0.030404877662658692,12.454897153377534
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,1024,512,0.060247397422790526,13.015170526504518
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,1024,512,0.1218746542930603,14.32747974395752
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,1024,512,0.2448623776435852,16.914378118515014
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,1024,512,0.4855149626731873,21.90865478515625
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,1024,512,0.9667896151542663,45.51297268867492
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,1024,512,16.76956650018692,81.27571861743928
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,2048,4,0.03165953159332276,0.04927538633346558
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,2048,4,0.06426026821136474,0.05246231555938721
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,2048,4,0.12596921920776366,0.05718128681182863
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,2048,4,0.25027925968170167,0.06370185613632201
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,2048,4,0.4994985222816467,0.08204189538955686
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,2048,4,0.9906291007995606,0.12010368108749392
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,2048,4,17.047537422180177,0.47423940896987915
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,2048,4,34.22178659439087,1.128885996341701
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,2048,8,0.031216347217559816,0.14725626707077027
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,2048,8,0.06193091869354248,0.15401699542999267
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,2048,8,0.12525932788848876,0.16569703817367554
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,2048,8,0.24969632625579835,0.1874302625656128
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,2048,8,0.4961989998817444,0.23129650354385373
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,2048,8,0.9924643278121948,0.32492874860763543
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,2048,8,17.064226472377776,0.8736472725868225
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,2048,8,34.246900057792665,1.9895996093749986
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,2048,16,0.031775379180908205,0.3437878131866455
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,2048,16,0.06315051317214966,0.36089882850646976
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,2048,16,0.12544031143188478,0.38535739183425904
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,2048,16,0.2495677351951599,0.4356413841247559
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,2048,16,0.4974526882171631,0.5372559428215027
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,2048,16,0.9866960048675537,0.7445202589035034
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,2048,16,17.153868305683137,1.7104283332824686
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,2048,16,34.279912650585175,3.729537105560304
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,2048,32,0.031212592124938966,0.7352124094963074
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,2048,32,0.0625193476676941,0.7695948719978333
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,2048,32,0.12440117597579955,0.8232868194580077
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,2048,32,0.24873141050338746,0.9319167375564575
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,2048,32,0.49544137716293335,1.1499162673950196
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,2048,32,0.9890507698059082,1.6010974764823915
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,2048,32,17.15310879945755,3.4507240653038025
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,2048,32,34.26427290439606,7.1760037541389465
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,2048,64,0.03123530149459839,1.5199756860733034
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,2048,64,0.062383842468261716,1.5910161137580872
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,2048,64,0.12453417778015137,1.7025042414665221
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,2048,64,0.24987034797668456,1.9280184864997862
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,2048,64,0.49759234189987184,2.399614644050598
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,2048,64,0.9915740251541137,3.3230141282081607
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,2048,64,17.017382276058196,6.846070051193237
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,2048,64,34.31102256774902,13.958720004558565
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,2048,128,0.031833088397979735,3.1067450404167176
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,2048,128,0.06298919916152954,3.2436537742614746
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,2048,128,0.12536978721618652,3.4750138878822328
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,2048,128,0.2493566393852234,3.934813141822815
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,2048,128,0.4953831434249878,4.879878520965576
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,2048,128,0.9900688290596008,6.811908209323883
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,2048,128,17.079633748531343,13.727399635314939
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,2048,128,34.23654700517655,27.76165895462036
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,2048,256,0.03160228729248047,6.253597629070281
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,2048,256,0.062278139591217044,6.550855839252472
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,2048,256,0.1248369812965393,7.023846900463104
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,2048,256,0.2484130382537842,7.982447290420532
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,2048,256,0.49543302059173583,9.931716871261596
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,2048,256,0.9919502854347229,13.845277070999146
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,2048,256,17.128805088996888,27.643383324146267
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,2048,256,34.25982705354691,55.08652356863022
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,1,2048,512,0.03142404556274414,12.554457437992095
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,2,2048,512,0.06206619739532471,13.175743651390075
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,4,2048,512,0.12515307664871217,14.201228225231171
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,8,2048,512,0.2504437923431396,16.31602368354797
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,16,2048,512,0.4973655462265015,20.50281149148941
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,32,2048,512,0.9903028726577758,27.92760434150696
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,64,2048,512,17.098040056228637,55.60661157369613
google/gemma-2-9b,NVIDIA RTX 6000 Ada Generation,1,128,2048,512,34.16866792440415,110.17097561359405